               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.027795,           0.0088391,            0.014579,             0.98062,             0.98135,               0.995,             0.72748,            0.011962,           0.0036868,           0.0044345,           0.0069112,           0.0069112,           0.0069112
                 158,            0.027721,           0.0087924,            0.011682,             0.97467,             0.98515,             0.99423,             0.66842,            0.016181,           0.0039898,           0.0038675,           0.0068914,           0.0068914,           0.0068914
                 159,            0.025431,           0.0071825,            0.013731,              0.9959,             0.99361,               0.995,             0.77559,            0.013366,           0.0037517,            0.003833,           0.0068716,           0.0068716,           0.0068716
                 160,            0.026349,             0.01036,            0.010692,             0.99651,             0.98963,               0.995,             0.70444,            0.014753,           0.0037863,           0.0037463,           0.0068518,           0.0068518,           0.0068518
                 161,            0.028303,           0.0080492,           0.0093302,             0.99673,             0.99072,               0.995,             0.81238,            0.010458,           0.0036024,           0.0037199,            0.006832,            0.006832,            0.006832
                 162,            0.022276,           0.0074318,            0.011544,             0.99713,             0.98731,               0.995,             0.64083,            0.016111,           0.0040124,           0.0035663,           0.0068122,           0.0068122,           0.0068122
                 163,            0.027193,           0.0076766,            0.016817,             0.99706,              0.9874,               0.995,             0.78021,              0.0129,           0.0037185,           0.0036462,           0.0067924,           0.0067924,           0.0067924
                 164,            0.024598,           0.0089699,            0.014288,             0.99256,             0.98008,               0.995,             0.70924,            0.014252,           0.0038765,           0.0043587,           0.0067726,           0.0067726,           0.0067726
                 165,            0.027572,           0.0087134,             0.01349,             0.97117,             0.96207,             0.99423,             0.81145,            0.011483,            0.003611,           0.0049562,           0.0067528,           0.0067528,           0.0067528
                 166,            0.028223,           0.0089618,            0.013638,             0.97507,             0.96213,               0.995,             0.69094,            0.017519,           0.0040913,           0.0050174,            0.006733,            0.006733,            0.006733
                 167,            0.025627,           0.0090166,           0.0072026,              0.9661,             0.96175,             0.99346,             0.76918,            0.013006,           0.0036071,           0.0054117,           0.0067132,           0.0067132,           0.0067132
                 168,            0.026669,           0.0087272,           0.0098077,             0.98928,             0.96343,               0.995,             0.80843,            0.012802,           0.0036606,           0.0050676,           0.0066934,           0.0066934,           0.0066934
                 169,             0.02207,           0.0088564,           0.0093332,             0.96136,             0.96168,             0.99346,             0.70448,            0.015045,           0.0037528,           0.0058381,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025698,           0.0067732,            0.012389,             0.94701,              0.9607,             0.99038,             0.72863,            0.013978,           0.0037925,           0.0068254,           0.0066538,           0.0066538,           0.0066538
                 171,            0.026024,           0.0077788,            0.010741,             0.96729,             0.93931,             0.99269,             0.60455,            0.017642,           0.0039443,           0.0060724,            0.006634,            0.006634,            0.006634
                 172,            0.025926,           0.0092201,           0.0093614,             0.96842,             0.96171,             0.99423,             0.82317,            0.012186,           0.0036976,           0.0052609,           0.0066142,           0.0066142,           0.0066142
                 173,            0.022132,             0.00672,            0.015651,             0.99599,                0.98,             0.99423,             0.68489,            0.015653,           0.0038186,           0.0041131,           0.0065944,           0.0065944,           0.0065944
                 174,            0.025392,           0.0096124,            0.008876,             0.95551,             0.96185,             0.99269,             0.76828,            0.011722,           0.0038148,           0.0059184,           0.0065746,           0.0065746,           0.0065746
                 175,            0.026428,           0.0092255,              0.0136,             0.91806,             0.97017,             0.98192,              0.7071,            0.013982,           0.0040205,            0.007842,           0.0065548,           0.0065548,           0.0065548
                 176,            0.023218,           0.0074584,           0.0081017,             0.91781,             0.93534,             0.94429,             0.67628,            0.014625,           0.0040498,            0.010778,            0.006535,            0.006535,            0.006535
                 177,            0.027976,            0.007128,           0.0099401,              0.9178,              0.9357,             0.92975,             0.71854,            0.010865,           0.0039254,            0.010986,           0.0065152,           0.0065152,           0.0065152
                 178,            0.023817,           0.0072458,            0.011517,             0.91781,             0.93375,             0.94433,             0.62586,            0.018029,           0.0041388,             0.01113,           0.0064954,           0.0064954,           0.0064954
                 179,            0.025849,            0.010063,           0.0083988,             0.91778,             0.93616,             0.95152,             0.81247,            0.010391,           0.0038242,            0.010565,           0.0064756,           0.0064756,           0.0064756
                 180,            0.023801,           0.0098874,            0.012031,             0.98013,             0.98125,               0.995,              0.7728,            0.013699,            0.003795,           0.0045731,           0.0064558,           0.0064558,           0.0064558
                 181,            0.023135,           0.0083068,           0.0072855,             0.99489,             0.98178,               0.995,              0.8215,            0.013126,           0.0037664,           0.0040535,            0.006436,            0.006436,            0.006436
                 182,            0.025942,           0.0083408,           0.0097718,             0.98833,              0.9971,               0.995,             0.73946,            0.013063,           0.0037191,           0.0036369,           0.0064162,           0.0064162,           0.0064162
                 183,            0.024944,           0.0086197,           0.0095284,             0.99568,                   1,               0.995,             0.83823,           0.0097071,           0.0035284,           0.0033122,           0.0063964,           0.0063964,           0.0063964
                 184,             0.01845,           0.0060151,            0.016628,             0.99638,                   1,               0.995,             0.73194,            0.018023,           0.0039843,           0.0036579,           0.0063766,           0.0063766,           0.0063766
                 185,            0.026638,           0.0084909,           0.0099151,             0.99573,                   1,               0.995,             0.78633,            0.012762,           0.0036093,           0.0037783,           0.0063568,           0.0063568,           0.0063568
                 186,             0.02217,           0.0065571,           0.0074166,             0.99735,                   1,               0.995,             0.78903,            0.013718,           0.0037309,           0.0037633,            0.006337,            0.006337,            0.006337
                 187,            0.025062,           0.0080353,            0.021044,             0.99733,                   1,               0.995,             0.76035,            0.012411,           0.0035578,           0.0036482,           0.0063172,           0.0063172,           0.0063172
                 188,            0.026519,           0.0087153,             0.01109,             0.98227,                   1,               0.995,             0.81972,            0.014049,           0.0036889,           0.0041167,           0.0062974,           0.0062974,           0.0062974
                 189,            0.021457,           0.0075689,           0.0082621,             0.97083,             0.97732,               0.995,             0.78498,            0.012848,           0.0035501,           0.0043299,           0.0062776,           0.0062776,           0.0062776
                 190,            0.024624,           0.0076692,           0.0080823,              0.9693,             0.98687,               0.995,              0.7356,            0.013302,           0.0036751,             0.00418,           0.0062578,           0.0062578,           0.0062578
                 191,            0.021183,            0.007015,              0.0133,             0.98182,             0.98847,               0.995,             0.83688,            0.011264,           0.0034853,           0.0038659,            0.006238,            0.006238,            0.006238
                 192,             0.02613,            0.007937,           0.0091591,              0.9848,             0.98147,               0.995,              0.7863,            0.013344,           0.0036174,           0.0037836,           0.0062182,           0.0062182,           0.0062182
                 193,            0.025428,           0.0068513,            0.010385,             0.99654,                   1,               0.995,             0.81922,            0.012431,           0.0035759,           0.0030394,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024161,           0.0088453,            0.009247,             0.99623,                   1,               0.995,             0.77682,            0.013841,           0.0038959,            0.002791,           0.0061786,           0.0061786,           0.0061786
                 195,            0.023865,           0.0068543,           0.0087554,             0.99321,             0.99891,               0.995,             0.75751,            0.013089,           0.0037081,           0.0028027,           0.0061588,           0.0061588,           0.0061588
                 196,            0.024384,           0.0074369,            0.008322,             0.99317,             0.99918,               0.995,             0.86905,           0.0099372,           0.0034792,           0.0027298,            0.006139,            0.006139,            0.006139
                 197,            0.021722,            0.006922,             0.01028,             0.98966,             0.98547,               0.995,             0.81377,            0.013306,           0.0035917,            0.002566,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027249,           0.0091492,            0.010573,             0.99593,                   1,               0.995,             0.78357,            0.013686,           0.0037226,           0.0024939,           0.0060994,           0.0060994,           0.0060994
                 199,            0.022912,           0.0065107,           0.0083399,             0.99732,                   1,               0.995,             0.77765,             0.01169,           0.0036767,           0.0025701,           0.0060796,           0.0060796,           0.0060796
                 200,            0.020484,           0.0060017,           0.0083785,             0.99747,                   1,               0.995,             0.84307,            0.014242,           0.0037113,           0.0025713,           0.0060598,           0.0060598,           0.0060598
                 201,             0.02365,           0.0059859,           0.0083502,             0.99274,             0.99925,               0.995,             0.82464,            0.010762,           0.0034781,           0.0025486,             0.00604,             0.00604,             0.00604
                 202,            0.021992,           0.0068936,            0.025071,             0.98834,                0.98,             0.99423,             0.83198,            0.014845,            0.003708,           0.0026694,           0.0060202,           0.0060202,           0.0060202
                 203,             0.02311,           0.0065175,           0.0093145,              0.9903,             0.99846,               0.995,             0.84494,            0.010719,           0.0033665,           0.0027099,           0.0060004,           0.0060004,           0.0060004
                 204,            0.022277,           0.0081252,            0.009081,             0.99471,             0.99866,               0.995,             0.76393,            0.014725,           0.0037426,           0.0026978,           0.0059806,           0.0059806,           0.0059806
                 205,            0.028455,           0.0075374,            0.012478,              0.9981,              0.9987,               0.995,             0.77059,             0.01299,           0.0035037,           0.0027298,           0.0059608,           0.0059608,           0.0059608
                 206,            0.022979,           0.0079056,           0.0078216,             0.99733,                   1,               0.995,              0.7778,            0.011496,           0.0034959,             0.00293,            0.005941,            0.005941,            0.005941
                 207,            0.021734,           0.0068225,           0.0099093,             0.99083,             0.99461,               0.995,             0.82428,            0.013176,           0.0036088,           0.0032178,           0.0059212,           0.0059212,           0.0059212
                 208,            0.020895,           0.0067156,           0.0093673,             0.99713,             0.98504,               0.995,             0.78212,            0.010484,           0.0035449,           0.0033005,           0.0059014,           0.0059014,           0.0059014
                 209,            0.019828,            0.007661,           0.0086534,             0.99825,             0.98511,               0.995,             0.81816,            0.011169,           0.0034471,           0.0032851,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023663,           0.0092991,           0.0091384,             0.99653,             0.98933,               0.995,             0.75284,            0.012561,           0.0035527,           0.0029332,           0.0058618,           0.0058618,           0.0058618
                 211,            0.019417,           0.0062682,           0.0063208,             0.99837,             0.98268,               0.995,             0.81278,            0.011342,           0.0034328,           0.0031325,            0.005842,            0.005842,            0.005842
                 212,            0.024791,           0.0079611,           0.0093372,                   1,             0.98332,               0.995,             0.80773,            0.012352,             0.00351,           0.0031549,           0.0058222,           0.0058222,           0.0058222
                 213,            0.023056,           0.0084828,           0.0097236,             0.99755,             0.98268,               0.995,             0.84417,            0.010754,           0.0034775,           0.0031108,           0.0058024,           0.0058024,           0.0058024
                 214,             0.02458,           0.0085605,           0.0085219,             0.99676,             0.98544,               0.995,             0.86654,            0.010887,           0.0034442,           0.0028957,           0.0057826,           0.0057826,           0.0057826
                 215,            0.022623,           0.0075147,           0.0081269,             0.99661,             0.98436,               0.995,             0.74442,            0.014567,           0.0036339,            0.002851,           0.0057628,           0.0057628,           0.0057628
                 216,            0.025859,           0.0092188,            0.011232,             0.99697,             0.98651,               0.995,             0.86657,            0.010329,           0.0033453,           0.0027089,            0.005743,            0.005743,            0.005743
                 217,            0.018692,           0.0066443,           0.0065805,             0.99754,             0.99839,               0.995,             0.84853,            0.012357,           0.0035328,           0.0024779,           0.0057232,           0.0057232,           0.0057232
                 218,            0.024282,           0.0075782,           0.0085923,             0.99454,              0.9974,               0.995,             0.83467,           0.0094306,           0.0032348,           0.0024758,           0.0057034,           0.0057034,           0.0057034
                 219,            0.022836,           0.0083953,            0.013099,             0.96126,             0.98291,             0.99352,              0.7986,            0.014852,           0.0037569,           0.0028688,           0.0056836,           0.0056836,           0.0056836
                 220,            0.025221,           0.0087374,            0.013404,             0.97509,             0.98196,             0.99423,             0.85075,            0.010305,           0.0034117,           0.0035027,           0.0056638,           0.0056638,           0.0056638
                 221,            0.021124,           0.0074836,           0.0069212,             0.88111,             0.97907,             0.99423,             0.74321,            0.012602,           0.0036121,           0.0055094,            0.005644,            0.005644,            0.005644
                 222,             0.02121,           0.0067834,           0.0081522,             0.94861,              0.9815,             0.99423,             0.85296,            0.011106,           0.0036363,           0.0040969,           0.0056242,           0.0056242,           0.0056242
                 223,            0.018982,           0.0072888,            0.013243,             0.97132,             0.98165,             0.99423,             0.83628,            0.013065,           0.0035417,           0.0034048,           0.0056044,           0.0056044,           0.0056044
                 224,            0.019857,           0.0089016,           0.0085894,             0.97606,             0.96363,             0.99346,             0.84367,           0.0097532,           0.0034759,           0.0037147,           0.0055846,           0.0055846,           0.0055846
                 225,            0.021995,           0.0066138,           0.0096276,             0.95664,             0.97018,             0.99192,             0.77331,            0.013298,           0.0036994,           0.0032407,           0.0055648,           0.0055648,           0.0055648
                 226,            0.021731,           0.0070428,           0.0084748,                   1,              0.9681,               0.995,             0.78699,            0.013881,           0.0037282,           0.0029045,            0.005545,            0.005545,            0.005545
                 227,            0.021887,           0.0073064,            0.016706,             0.99579,             0.98169,               0.995,             0.83058,            0.011718,           0.0036674,           0.0025389,           0.0055252,           0.0055252,           0.0055252
                 228,            0.027178,           0.0078361,            0.011032,             0.98741,             0.99696,               0.995,             0.79458,            0.012031,           0.0036289,           0.0023188,           0.0055054,           0.0055054,           0.0055054
                 229,            0.024073,           0.0067981,           0.0071402,             0.99143,             0.99787,               0.995,             0.82069,            0.012617,           0.0035899,           0.0022568,           0.0054856,           0.0054856,           0.0054856
                 230,            0.021749,           0.0087119,           0.0076364,              0.9918,              0.9984,               0.995,             0.87887,            0.011379,           0.0035991,           0.0022509,           0.0054658,           0.0054658,           0.0054658
                 231,             0.02046,           0.0082584,           0.0061868,             0.99612,                   1,               0.995,             0.76557,            0.012375,           0.0035696,           0.0021569,            0.005446,            0.005446,            0.005446
                 232,            0.022424,            0.007028,             0.01297,             0.99722,                   1,               0.995,              0.8419,             0.01399,           0.0036713,           0.0021508,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020684,            0.007149,           0.0085052,              0.9952,                   1,               0.995,             0.82359,            0.011246,           0.0035291,           0.0021796,           0.0054064,           0.0054064,           0.0054064
                 234,            0.023987,           0.0060874,            0.012222,             0.99378,                   1,               0.995,             0.82246,            0.012907,           0.0036652,           0.0022398,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021963,             0.00894,           0.0090124,              0.9954,                   1,               0.995,             0.80343,            0.010592,           0.0035269,           0.0022331,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022132,            0.010281,           0.0094212,             0.99694,                   1,               0.995,             0.86226,            0.010355,            0.003499,           0.0022655,            0.005347,            0.005347,            0.005347
                 237,            0.020751,           0.0086215,           0.0097138,             0.98734,             0.99924,               0.995,             0.81318,            0.012095,           0.0035757,             0.00247,           0.0053272,           0.0053272,           0.0053272
                 238,            0.021626,           0.0083885,           0.0060735,             0.96883,             0.99787,               0.995,             0.86554,           0.0092195,           0.0034619,           0.0027298,           0.0053074,           0.0053074,           0.0053074
                 239,            0.023963,           0.0084261,           0.0074235,             0.99161,             0.96116,               0.995,             0.82762,            0.010693,           0.0034707,           0.0032445,           0.0052876,           0.0052876,           0.0052876
                 240,            0.019456,           0.0092193,           0.0086609,             0.98786,             0.96103,               0.995,              0.8238,            0.010336,           0.0035447,           0.0035515,           0.0052678,           0.0052678,           0.0052678
                 241,            0.017508,           0.0056315,           0.0075504,             0.93371,             0.97577,               0.995,              0.8604,            0.011109,           0.0035117,           0.0042633,            0.005248,            0.005248,            0.005248
                 242,            0.021601,           0.0079578,           0.0073108,             0.93275,             0.96907,               0.995,             0.83372,           0.0099079,           0.0035288,           0.0046895,           0.0052282,           0.0052282,           0.0052282
                 243,            0.022339,           0.0077942,           0.0095665,             0.93267,             0.95667,               0.995,             0.82989,            0.012545,           0.0036145,           0.0050137,           0.0052084,           0.0052084,           0.0052084
                 244,            0.022724,           0.0070842,           0.0084396,             0.94207,             0.98276,               0.995,             0.82973,            0.010291,           0.0035745,           0.0039023,           0.0051886,           0.0051886,           0.0051886
                 245,            0.019471,           0.0072464,           0.0076554,             0.99423,             0.98169,               0.995,             0.86244,           0.0099003,           0.0035101,           0.0028066,           0.0051688,           0.0051688,           0.0051688
                 246,            0.018493,           0.0059875,            0.007104,             0.99184,             0.99862,               0.995,             0.77941,            0.015255,           0.0037087,           0.0021747,            0.005149,            0.005149,            0.005149
                 247,            0.024787,            0.008271,            0.010159,             0.99752,                   1,               0.995,             0.86407,            0.012241,           0.0034635,           0.0020008,           0.0051292,           0.0051292,           0.0051292
                 248,            0.018732,           0.0067824,           0.0089471,             0.99663,                   1,               0.995,             0.84576,            0.010832,           0.0033036,           0.0019491,           0.0051094,           0.0051094,           0.0051094
                 249,            0.021234,           0.0081512,           0.0071117,             0.99639,                   1,               0.995,             0.85971,            0.010286,           0.0032893,           0.0020166,           0.0050896,           0.0050896,           0.0050896
                 250,            0.023508,            0.007088,            0.017805,              0.9928,                   1,               0.995,             0.84088,            0.009839,           0.0032558,           0.0022276,           0.0050698,           0.0050698,           0.0050698
                 251,            0.020869,           0.0070469,           0.0081132,             0.98566,             0.99789,               0.995,             0.80425,            0.011515,           0.0033622,           0.0025338,             0.00505,             0.00505,             0.00505
                 252,            0.019502,           0.0067917,           0.0066916,             0.98163,             0.98142,               0.995,             0.86579,           0.0096861,           0.0032511,           0.0036438,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020796,           0.0075428,           0.0083313,             0.99207,             0.98178,               0.995,             0.79975,            0.010334,           0.0033097,           0.0031888,           0.0050104,           0.0050104,           0.0050104
                 254,            0.019266,           0.0068386,           0.0076739,             0.98651,              0.9815,               0.995,             0.86037,            0.011403,           0.0034242,           0.0033355,           0.0049906,           0.0049906,           0.0049906
                 255,            0.021447,           0.0088286,           0.0083079,             0.98952,             0.98171,               0.995,             0.80399,            0.010292,           0.0033216,           0.0031906,           0.0049708,           0.0049708,           0.0049708
                 256,             0.01897,           0.0065522,           0.0096408,             0.98534,             0.99712,               0.995,              0.8618,           0.0090127,           0.0031915,           0.0027079,            0.004951,            0.004951,            0.004951
                 257,            0.017383,           0.0069089,            0.019908,             0.98521,             0.99709,               0.995,             0.81058,            0.012067,           0.0034133,           0.0027113,           0.0049312,           0.0049312,           0.0049312
                 258,            0.022054,           0.0073369,           0.0076059,             0.99066,             0.99912,               0.995,             0.85659,           0.0086649,            0.003212,           0.0025972,           0.0049114,           0.0049114,           0.0049114
                 259,            0.017944,           0.0059034,           0.0076387,             0.99318,                   1,               0.995,             0.77671,            0.011537,           0.0034543,           0.0024862,           0.0048916,           0.0048916,           0.0048916
                 260,            0.017862,           0.0093364,           0.0055893,             0.99443,                   1,               0.995,             0.85237,            0.010153,           0.0033517,           0.0024171,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019556,           0.0075744,           0.0077819,             0.99562,                   1,               0.995,             0.80214,            0.010292,            0.003461,            0.002318,            0.004852,            0.004852,            0.004852
                 262,             0.02088,           0.0065332,            0.013005,             0.99603,                   1,               0.995,             0.83206,            0.010127,           0.0033995,             0.00224,           0.0048322,           0.0048322,           0.0048322
                 263,            0.015567,           0.0058675,           0.0066345,             0.99684,                   1,               0.995,             0.78268,             0.01094,           0.0034653,            0.002184,           0.0048124,           0.0048124,           0.0048124
                 264,            0.020131,           0.0064722,            0.008532,             0.99705,                   1,               0.995,             0.83917,            0.010869,            0.003584,           0.0021147,           0.0047926,           0.0047926,           0.0047926
                 265,            0.021225,           0.0083107,           0.0088052,              0.9974,                   1,               0.995,             0.84214,            0.011592,           0.0036193,           0.0021226,           0.0047728,           0.0047728,           0.0047728
                 266,            0.020113,           0.0079301,           0.0081897,             0.99746,                   1,               0.995,             0.82527,            0.010079,           0.0035655,           0.0020778,            0.004753,            0.004753,            0.004753
                 267,            0.020642,           0.0070499,           0.0050994,             0.99753,                   1,               0.995,              0.8453,           0.0099858,           0.0034078,           0.0020638,           0.0047332,           0.0047332,           0.0047332
                 268,            0.018507,            0.008168,           0.0059395,             0.99756,                   1,               0.995,             0.87545,            0.009085,           0.0032848,            0.002018,           0.0047134,           0.0047134,           0.0047134
                 269,            0.023145,           0.0079825,           0.0079599,             0.99772,                   1,               0.995,             0.84062,           0.0099269,           0.0032749,           0.0019921,           0.0046936,           0.0046936,           0.0046936
                 270,            0.016415,           0.0059275,           0.0068231,             0.99767,                   1,               0.995,             0.79061,            0.010516,           0.0033011,           0.0019982,           0.0046738,           0.0046738,           0.0046738
                 271,            0.019766,           0.0071236,           0.0084119,             0.99774,                   1,               0.995,             0.85365,            0.010826,           0.0033365,           0.0020075,            0.004654,            0.004654,            0.004654
                 272,            0.016329,           0.0056722,           0.0066592,             0.99775,                   1,               0.995,              0.8421,            0.010885,           0.0034323,           0.0020028,           0.0046342,           0.0046342,           0.0046342
                 273,             0.01904,           0.0071085,           0.0092676,              0.9978,                   1,               0.995,             0.84962,            0.010778,           0.0033785,           0.0019722,           0.0046144,           0.0046144,           0.0046144
                 274,            0.020724,           0.0075848,           0.0077932,             0.99774,                   1,               0.995,             0.86115,           0.0091928,           0.0032884,            0.001954,           0.0045946,           0.0045946,           0.0045946
                 275,            0.022195,           0.0070342,           0.0097116,             0.99768,                   1,               0.995,             0.85005,           0.0088219,           0.0033698,           0.0019431,           0.0045748,           0.0045748,           0.0045748
                 276,             0.01882,           0.0072092,           0.0051756,              0.9975,                   1,               0.995,             0.81458,           0.0094442,           0.0033852,           0.0019029,            0.004555,            0.004555,            0.004555
                 277,            0.023702,            0.007983,            0.013861,             0.99756,                   1,               0.995,             0.86861,            0.010396,           0.0034101,           0.0019183,           0.0045352,           0.0045352,           0.0045352
                 278,            0.020419,           0.0074944,           0.0092372,             0.99743,                   1,               0.995,             0.84245,           0.0089846,           0.0034393,           0.0019232,           0.0045154,           0.0045154,           0.0045154
                 279,             0.01959,           0.0072915,           0.0077959,             0.99764,                   1,               0.995,             0.84806,            0.010453,           0.0035684,           0.0019196,           0.0044956,           0.0044956,           0.0044956
                 280,            0.016936,           0.0060458,           0.0087153,              0.9975,                   1,               0.995,             0.86484,           0.0085764,           0.0033998,           0.0019173,           0.0044758,           0.0044758,           0.0044758
                 281,            0.016138,            0.006343,           0.0057182,             0.99737,                   1,               0.995,             0.85828,             0.01049,           0.0035712,           0.0019092,            0.004456,            0.004456,            0.004456
                 282,            0.019016,           0.0065685,           0.0090412,             0.99741,                   1,               0.995,             0.87721,           0.0084463,           0.0032849,           0.0018703,           0.0044362,           0.0044362,           0.0044362
                 283,            0.018671,           0.0052999,            0.011003,             0.99755,                   1,               0.995,              0.8492,            0.010795,           0.0036138,            0.001879,           0.0044164,           0.0044164,           0.0044164
                 284,            0.018116,           0.0068942,           0.0068588,             0.99754,                   1,               0.995,             0.85403,            0.010614,           0.0035492,           0.0018867,           0.0043966,           0.0043966,           0.0043966
                 285,            0.018801,           0.0072862,           0.0080973,             0.99749,                   1,               0.995,             0.87694,            0.009501,           0.0033203,           0.0018792,           0.0043768,           0.0043768,           0.0043768
                 286,            0.019052,           0.0065867,           0.0075576,             0.99753,                   1,               0.995,             0.89028,           0.0084953,           0.0031804,           0.0018701,            0.004357,            0.004357,            0.004357
                 287,            0.018581,           0.0059159,           0.0083455,             0.99708,                   1,               0.995,             0.88186,           0.0096992,           0.0031669,           0.0018484,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018541,           0.0065526,            0.015597,             0.99734,                   1,               0.995,             0.88118,           0.0095266,           0.0031975,           0.0018239,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018983,           0.0078922,             0.01096,             0.99751,                   1,               0.995,             0.85569,           0.0081925,           0.0030823,           0.0018032,           0.0042976,           0.0042976,           0.0042976
                 290,            0.016341,           0.0070442,           0.0049554,             0.99761,                   1,               0.995,              0.8214,            0.010758,            0.003324,           0.0018028,           0.0042778,           0.0042778,           0.0042778
                 291,            0.019302,           0.0072483,           0.0054359,             0.99745,                   1,               0.995,             0.87454,            0.009259,           0.0031439,           0.0017945,            0.004258,            0.004258,            0.004258
                 292,            0.018031,           0.0080331,           0.0071198,             0.99761,                   1,               0.995,             0.85529,            0.010954,           0.0032858,           0.0018071,           0.0042382,           0.0042382,           0.0042382
                 293,             0.01833,           0.0055132,           0.0068428,             0.99743,                   1,               0.995,             0.87211,           0.0093011,            0.003134,           0.0017929,           0.0042184,           0.0042184,           0.0042184
                 294,            0.017554,           0.0068565,           0.0086805,             0.99691,                   1,               0.995,             0.86354,            0.009057,           0.0032261,           0.0017722,           0.0041986,           0.0041986,           0.0041986
                 295,            0.019007,           0.0080105,           0.0089162,               0.997,                   1,               0.995,             0.87532,           0.0088097,           0.0030839,           0.0017473,           0.0041788,           0.0041788,           0.0041788
                 296,            0.019432,           0.0065285,            0.012278,             0.99721,                   1,               0.995,             0.84871,           0.0098136,           0.0031205,           0.0017208,            0.004159,            0.004159,            0.004159
                 297,            0.017445,           0.0068256,           0.0091762,             0.99731,                   1,               0.995,             0.88166,           0.0087328,           0.0030078,           0.0017155,           0.0041392,           0.0041392,           0.0041392
                 298,            0.018785,           0.0050872,           0.0075636,             0.99721,                   1,               0.995,             0.84665,            0.011576,            0.003233,           0.0017039,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016315,           0.0068447,           0.0054401,             0.99726,                   1,               0.995,             0.88848,           0.0075069,           0.0029386,           0.0017066,           0.0040996,           0.0040996,           0.0040996
                 300,            0.019774,           0.0065034,           0.0056206,             0.99752,                   1,               0.995,             0.82886,            0.011332,            0.003263,            0.001691,           0.0040798,           0.0040798,           0.0040798
                 301,            0.018007,           0.0063299,           0.0056954,             0.99714,                   1,               0.995,             0.87722,           0.0096848,           0.0032163,           0.0016804,             0.00406,             0.00406,             0.00406
                 302,            0.021967,           0.0072159,           0.0077898,             0.99715,                   1,               0.995,             0.85296,            0.010131,           0.0033795,           0.0016602,           0.0040402,           0.0040402,           0.0040402
                 303,            0.018584,           0.0074839,           0.0089762,             0.99721,                   1,               0.995,             0.88768,           0.0084084,           0.0030521,           0.0016559,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019728,             0.00715,           0.0069526,               0.997,                   1,               0.995,             0.89758,           0.0079475,           0.0030675,           0.0016409,           0.0040006,           0.0040006,           0.0040006
                 305,            0.017806,           0.0070635,           0.0059531,             0.99714,                   1,               0.995,             0.84653,           0.0090259,           0.0030681,           0.0016292,           0.0039808,           0.0039808,           0.0039808
                 306,             0.01775,           0.0061066,            0.007761,             0.99714,                   1,               0.995,             0.86801,            0.008847,           0.0030879,           0.0016115,            0.003961,            0.003961,            0.003961
                 307,            0.016924,           0.0081006,           0.0069869,             0.99681,                   1,               0.995,             0.88472,           0.0089544,           0.0029772,            0.001631,           0.0039412,           0.0039412,           0.0039412
                 308,            0.016257,           0.0058182,           0.0096673,              0.9973,                   1,               0.995,             0.86292,           0.0088447,           0.0029906,           0.0016113,           0.0039214,           0.0039214,           0.0039214
                 309,            0.015118,           0.0072128,           0.0075507,             0.99731,                   1,               0.995,              0.8873,           0.0087749,           0.0030183,           0.0016162,           0.0039016,           0.0039016,           0.0039016
                 310,             0.01703,           0.0057113,           0.0053675,              0.9974,                   1,               0.995,             0.86855,           0.0093286,           0.0030611,           0.0016146,           0.0038818,           0.0038818,           0.0038818
                 311,            0.017562,           0.0051396,           0.0056338,             0.99742,                   1,               0.995,             0.88935,           0.0091062,           0.0030449,            0.001651,            0.003862,            0.003862,            0.003862
                 312,            0.019066,           0.0071557,            0.007407,             0.99756,                   1,               0.995,             0.88412,           0.0084162,           0.0030555,           0.0016608,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016066,           0.0075536,           0.0053852,              0.9975,                   1,               0.995,             0.86483,           0.0096983,           0.0031252,           0.0016863,           0.0038224,           0.0038224,           0.0038224
                 314,             0.02053,           0.0064997,           0.0069328,             0.99762,                   1,               0.995,             0.89059,           0.0084708,           0.0029681,           0.0017013,           0.0038026,           0.0038026,           0.0038026
                 315,            0.016697,            0.006335,           0.0084333,             0.99742,                   1,               0.995,             0.87226,           0.0087833,           0.0029849,           0.0016942,           0.0037828,           0.0037828,           0.0037828
                 316,            0.019641,           0.0078839,            0.006593,             0.99757,                   1,               0.995,             0.87825,           0.0080376,           0.0029209,           0.0016912,            0.003763,            0.003763,            0.003763
                 317,            0.017767,           0.0069505,           0.0059509,             0.99755,                   1,               0.995,              0.8605,           0.0093336,           0.0029955,            0.001679,           0.0037432,           0.0037432,           0.0037432
