               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 318,            0.019044,           0.0067849,           0.0035671,             0.99737,                   1,               0.995,             0.88604,           0.0093259,           0.0030155,           0.0016525,           0.0037234,           0.0037234,           0.0037234
                 319,            0.018747,           0.0076048,           0.0053847,             0.99743,                   1,               0.995,              0.8942,           0.0073578,           0.0028805,           0.0016624,           0.0037036,           0.0037036,           0.0037036
                 320,            0.016895,           0.0065972,            0.013692,              0.9974,                   1,               0.995,             0.86629,            0.010345,           0.0031021,           0.0016348,           0.0036838,           0.0036838,           0.0036838
                 321,             0.01804,           0.0069639,           0.0081133,             0.99697,                   1,               0.995,             0.89218,           0.0080123,           0.0030064,           0.0016397,            0.003664,            0.003664,            0.003664
                 322,            0.015458,           0.0054914,           0.0049429,             0.99697,                   1,               0.995,             0.86627,           0.0093894,           0.0031314,           0.0016348,           0.0036442,           0.0036442,           0.0036442
                 323,            0.017354,            0.006729,           0.0056045,             0.99667,                   1,               0.995,             0.86797,           0.0086537,           0.0031238,           0.0016196,           0.0036244,           0.0036244,           0.0036244
                 324,            0.016719,            0.006265,           0.0040506,             0.99665,                   1,               0.995,             0.88891,            0.008044,           0.0030896,           0.0016198,           0.0036046,           0.0036046,           0.0036046
                 325,            0.015608,           0.0061311,           0.0040626,              0.9965,                   1,               0.995,             0.84577,           0.0096747,           0.0032075,           0.0016366,           0.0035848,           0.0035848,           0.0035848
                 326,            0.017803,           0.0073505,            0.010497,              0.9965,                   1,               0.995,             0.89641,           0.0072135,           0.0030377,           0.0016308,            0.003565,            0.003565,            0.003565
                 327,            0.014247,           0.0056116,           0.0056253,              0.9965,                   1,               0.995,             0.86726,           0.0097046,           0.0032021,           0.0016405,           0.0035452,           0.0035452,           0.0035452
                 328,            0.016675,           0.0075952,           0.0071461,             0.99677,                   1,               0.995,             0.89302,           0.0077677,           0.0030212,           0.0016294,           0.0035254,           0.0035254,           0.0035254
                 329,            0.013743,           0.0062469,           0.0044973,             0.99668,                   1,               0.995,             0.87398,            0.008866,            0.003037,           0.0016221,           0.0035056,           0.0035056,           0.0035056
                 330,            0.018165,           0.0065875,           0.0053445,             0.99675,                   1,               0.995,             0.89221,           0.0077729,           0.0028771,           0.0015904,           0.0034858,           0.0034858,           0.0034858
                 331,            0.015871,           0.0055096,            0.014435,             0.99687,                   1,               0.995,              0.8558,            0.009624,           0.0030732,           0.0015631,            0.003466,            0.003466,            0.003466
                 332,             0.01619,           0.0067499,           0.0053467,             0.99703,                   1,               0.995,             0.88857,            0.008584,           0.0028749,           0.0015607,           0.0034462,           0.0034462,           0.0034462
                 333,            0.017662,           0.0058103,            0.009356,             0.99725,                   1,               0.995,             0.86839,           0.0080616,           0.0028718,           0.0015734,           0.0034264,           0.0034264,           0.0034264
                 334,            0.016984,           0.0064183,            0.011089,             0.99737,                   1,               0.995,             0.89975,           0.0076046,           0.0028054,           0.0015872,           0.0034066,           0.0034066,           0.0034066
                 335,            0.015297,           0.0067586,           0.0057061,             0.99743,                   1,               0.995,             0.87543,           0.0087775,           0.0030485,           0.0016154,           0.0033868,           0.0033868,           0.0033868
                 336,            0.014897,           0.0057777,           0.0049943,             0.99758,                   1,               0.995,             0.88869,           0.0076371,           0.0029116,           0.0016168,            0.003367,            0.003367,            0.003367
                 337,            0.018289,           0.0074095,           0.0082107,             0.99762,                   1,               0.995,              0.8834,           0.0085932,           0.0029492,           0.0016435,           0.0033472,           0.0033472,           0.0033472
                 338,             0.01567,           0.0064186,           0.0051406,             0.99734,                   1,               0.995,              0.8855,           0.0083111,           0.0029339,           0.0016516,           0.0033274,           0.0033274,           0.0033274
                 339,            0.016512,           0.0067159,           0.0048205,             0.99719,                   1,               0.995,             0.89824,           0.0081035,           0.0029166,           0.0016717,           0.0033076,           0.0033076,           0.0033076
                 340,            0.017625,           0.0067972,           0.0055485,             0.99689,                   1,               0.995,             0.89138,           0.0078747,            0.002937,           0.0016707,           0.0032878,           0.0032878,           0.0032878
                 341,            0.016794,           0.0082764,           0.0059176,             0.99701,                   1,               0.995,             0.87589,           0.0088475,           0.0031081,           0.0016798,            0.003268,            0.003268,            0.003268
                 342,            0.018666,           0.0066244,           0.0083606,             0.99712,                   1,               0.995,             0.87733,           0.0078249,           0.0030341,           0.0016561,           0.0032482,           0.0032482,           0.0032482
                 343,            0.016862,            0.006851,           0.0063535,             0.99733,                   1,               0.995,             0.89951,           0.0075396,           0.0029427,           0.0016223,           0.0032284,           0.0032284,           0.0032284
                 344,            0.014022,           0.0059807,           0.0049245,             0.99734,                   1,               0.995,             0.86594,           0.0093419,           0.0030237,           0.0015894,           0.0032086,           0.0032086,           0.0032086
                 345,            0.017495,           0.0067652,           0.0068724,             0.99777,                   1,               0.995,             0.89829,           0.0074555,           0.0028753,           0.0015519,           0.0031888,           0.0031888,           0.0031888
                 346,            0.017056,           0.0066463,            0.011905,             0.99767,                   1,               0.995,             0.87622,           0.0081562,           0.0029242,           0.0015311,            0.003169,            0.003169,            0.003169
                 347,             0.01812,            0.008599,           0.0062155,             0.99749,                   1,               0.995,             0.85463,           0.0089407,           0.0029716,           0.0015142,           0.0031492,           0.0031492,           0.0031492
                 348,            0.016973,           0.0061148,           0.0062924,             0.99735,                   1,               0.995,             0.90133,           0.0074442,           0.0028261,           0.0014968,           0.0031294,           0.0031294,           0.0031294
                 349,            0.016202,           0.0064329,           0.0047109,             0.99718,                   1,               0.995,             0.88385,           0.0090872,           0.0029607,           0.0014784,           0.0031096,           0.0031096,           0.0031096
                 350,            0.017011,           0.0078751,           0.0073335,             0.99708,                   1,               0.995,             0.89819,            0.007014,           0.0027816,           0.0014691,           0.0030898,           0.0030898,           0.0030898
                 351,            0.017461,            0.006817,           0.0074577,             0.99701,                   1,               0.995,             0.90609,           0.0081129,           0.0028979,           0.0014761,             0.00307,             0.00307,             0.00307
                 352,            0.016825,            0.006526,           0.0043368,             0.99706,                   1,               0.995,             0.90031,           0.0072146,           0.0028652,           0.0014723,           0.0030502,           0.0030502,           0.0030502
                 353,            0.020417,           0.0069863,            0.015321,             0.99707,                   1,               0.995,             0.89838,           0.0088419,           0.0030338,           0.0014656,           0.0030304,           0.0030304,           0.0030304
                 354,            0.014642,           0.0063527,           0.0095692,               0.997,                   1,               0.995,              0.8923,           0.0073577,           0.0029133,           0.0014638,           0.0030106,           0.0030106,           0.0030106
                 355,             0.01575,           0.0063698,           0.0044522,             0.99682,                   1,               0.995,             0.90641,           0.0068504,           0.0028112,           0.0014644,           0.0029908,           0.0029908,           0.0029908
                 356,            0.016415,           0.0065662,           0.0066457,             0.99681,                   1,               0.995,             0.87752,           0.0083303,           0.0029514,            0.001449,            0.002971,            0.002971,            0.002971
                 357,            0.014504,           0.0062547,           0.0072894,             0.99687,                   1,               0.995,             0.88465,           0.0078374,           0.0028627,            0.001448,           0.0029512,           0.0029512,           0.0029512
                 358,            0.014846,           0.0064957,           0.0053243,             0.99695,                   1,               0.995,             0.90094,            0.007567,           0.0027884,           0.0014449,           0.0029314,           0.0029314,           0.0029314
                 359,            0.017876,           0.0065248,            0.010082,             0.99693,                   1,               0.995,              0.8997,           0.0074281,           0.0027895,           0.0014182,           0.0029116,           0.0029116,           0.0029116
                 360,            0.014547,           0.0070641,           0.0062835,             0.99705,                   1,               0.995,             0.88732,            0.008104,           0.0027961,           0.0013943,           0.0028918,           0.0028918,           0.0028918
                 361,            0.016418,           0.0071439,           0.0061945,             0.99707,                   1,               0.995,             0.90473,           0.0073164,           0.0027383,           0.0013726,            0.002872,            0.002872,            0.002872
                 362,            0.016247,           0.0063805,           0.0071805,             0.99708,                   1,               0.995,             0.90078,           0.0075717,           0.0027678,           0.0013576,           0.0028522,           0.0028522,           0.0028522
                 363,            0.014014,           0.0054684,            0.018301,             0.99703,                   1,               0.995,             0.90188,           0.0066282,           0.0026858,           0.0013473,           0.0028324,           0.0028324,           0.0028324
                 364,            0.014497,           0.0063561,           0.0058993,              0.9971,                   1,               0.995,             0.89315,           0.0071923,           0.0028637,           0.0013452,           0.0028126,           0.0028126,           0.0028126
                 365,            0.016036,           0.0065434,           0.0056132,             0.99712,                   1,               0.995,             0.89344,           0.0078407,           0.0029188,           0.0013448,           0.0027928,           0.0027928,           0.0027928
                 366,            0.017099,           0.0074525,           0.0053801,             0.99722,                   1,               0.995,             0.88564,           0.0071434,             0.00282,           0.0013556,            0.002773,            0.002773,            0.002773
                 367,             0.01537,           0.0058671,            0.006826,             0.99737,                   1,               0.995,             0.89162,           0.0077632,           0.0028453,           0.0013683,           0.0027532,           0.0027532,           0.0027532
                 368,            0.013173,           0.0060236,           0.0040705,             0.99753,                   1,               0.995,             0.90112,           0.0069812,           0.0026999,           0.0013916,           0.0027334,           0.0027334,           0.0027334
                 369,            0.013856,           0.0061658,           0.0036233,             0.99767,                   1,               0.995,             0.88542,           0.0076748,           0.0027914,           0.0014277,           0.0027136,           0.0027136,           0.0027136
                 370,             0.01678,           0.0073386,            0.010071,             0.99778,                   1,               0.995,             0.90484,           0.0068118,           0.0026926,           0.0014482,           0.0026938,           0.0026938,           0.0026938
                 371,            0.015685,           0.0053878,           0.0058956,             0.99776,                   1,               0.995,             0.87997,           0.0087608,            0.002818,           0.0014587,            0.002674,            0.002674,            0.002674
                 372,            0.016491,           0.0071721,           0.0070076,             0.99774,                   1,               0.995,             0.90316,           0.0073316,           0.0026954,           0.0014737,           0.0026542,           0.0026542,           0.0026542
                 373,            0.013479,           0.0059522,             0.00457,             0.99778,                   1,               0.995,              0.8793,           0.0078514,           0.0027401,           0.0014725,           0.0026344,           0.0026344,           0.0026344
                 374,            0.014461,           0.0057731,            0.007959,             0.99777,                   1,               0.995,             0.88452,           0.0076761,            0.002741,           0.0014664,           0.0026146,           0.0026146,           0.0026146
                 375,            0.015314,           0.0063538,           0.0056368,             0.99769,                   1,               0.995,             0.88532,           0.0069445,           0.0026442,           0.0014717,           0.0025948,           0.0025948,           0.0025948
                 376,            0.014776,            0.005697,           0.0052969,             0.99743,                   1,               0.995,              0.8992,           0.0074273,           0.0027195,           0.0014299,            0.002575,            0.002575,            0.002575
                 377,            0.014884,           0.0059459,           0.0060439,             0.99726,                   1,               0.995,             0.88637,           0.0071232,           0.0027066,            0.001419,           0.0025552,           0.0025552,           0.0025552
                 378,            0.014197,           0.0066434,           0.0046058,             0.99713,                   1,               0.995,             0.90345,           0.0076025,           0.0027663,           0.0014153,           0.0025354,           0.0025354,           0.0025354
                 379,            0.014139,           0.0052723,           0.0049408,             0.99714,                   1,               0.995,             0.88075,           0.0077978,           0.0029241,           0.0013892,           0.0025156,           0.0025156,           0.0025156
                 380,            0.014473,            0.006611,            0.004143,             0.99721,                   1,               0.995,             0.90243,           0.0073022,           0.0027843,           0.0013691,           0.0024958,           0.0024958,           0.0024958
                 381,            0.013504,           0.0057323,           0.0055378,             0.99728,                   1,               0.995,             0.89844,           0.0083945,           0.0029489,           0.0013629,            0.002476,            0.002476,            0.002476
                 382,            0.015551,           0.0065873,           0.0086671,             0.99744,                   1,               0.995,             0.91084,           0.0067814,           0.0027228,           0.0013469,           0.0024562,           0.0024562,           0.0024562
                 383,            0.016604,           0.0065446,           0.0059015,             0.99745,                   1,               0.995,             0.88345,           0.0083738,           0.0029331,            0.001324,           0.0024364,           0.0024364,           0.0024364
                 384,             0.01604,           0.0059798,           0.0043683,             0.99754,                   1,               0.995,             0.91267,           0.0074175,           0.0027457,           0.0013049,           0.0024166,           0.0024166,           0.0024166
                 385,             0.01423,           0.0064962,           0.0046676,             0.99756,                   1,               0.995,             0.90662,           0.0070331,            0.002667,           0.0013004,           0.0023968,           0.0023968,           0.0023968
                 386,            0.015669,           0.0069425,           0.0066758,             0.99762,                   1,               0.995,             0.90222,           0.0074157,           0.0026785,           0.0012883,            0.002377,            0.002377,            0.002377
                 387,            0.015961,           0.0070371,           0.0047007,             0.99765,                   1,               0.995,              0.9102,           0.0071701,           0.0026274,           0.0012767,           0.0023572,           0.0023572,           0.0023572
                 388,            0.016984,            0.006439,           0.0039581,             0.99775,                   1,               0.995,             0.91167,           0.0070833,           0.0026322,           0.0012634,           0.0023374,           0.0023374,           0.0023374
                 389,            0.015815,           0.0061394,           0.0042349,             0.99773,                   1,               0.995,             0.90608,           0.0074716,           0.0026661,           0.0012546,           0.0023176,           0.0023176,           0.0023176
                 390,            0.015107,           0.0059766,           0.0065784,              0.9977,                   1,               0.995,             0.90533,           0.0068054,           0.0026404,           0.0012409,           0.0022978,           0.0022978,           0.0022978
                 391,             0.01311,           0.0065536,           0.0042831,             0.99767,                   1,               0.995,             0.90364,           0.0075686,           0.0027258,           0.0012407,            0.002278,            0.002278,            0.002278
                 392,            0.016346,           0.0060462,           0.0057848,             0.99757,                   1,               0.995,             0.91616,           0.0063291,           0.0026109,           0.0012425,           0.0022582,           0.0022582,           0.0022582
                 393,            0.014692,           0.0056489,           0.0060046,              0.9975,                   1,               0.995,             0.86567,           0.0085225,           0.0028426,           0.0012289,           0.0022384,           0.0022384,           0.0022384
                 394,            0.017826,           0.0066301,           0.0097483,             0.99753,                   1,               0.995,             0.91993,           0.0060191,            0.002558,           0.0012269,           0.0022186,           0.0022186,           0.0022186
                 395,            0.012861,           0.0058827,           0.0065456,             0.99758,                   1,               0.995,             0.89558,           0.0075506,           0.0026605,           0.0012176,           0.0021988,           0.0021988,           0.0021988
                 396,            0.014551,           0.0060036,           0.0048806,             0.99771,                   1,               0.995,             0.91214,           0.0063188,           0.0025499,           0.0012267,            0.002179,            0.002179,            0.002179
                 397,             0.01272,           0.0060715,           0.0027227,              0.9977,                   1,               0.995,             0.90447,           0.0064815,           0.0025122,           0.0012259,           0.0021592,           0.0021592,           0.0021592
                 398,              0.0149,           0.0072731,           0.0059564,             0.99771,                   1,               0.995,             0.92597,           0.0066313,           0.0025624,           0.0012154,           0.0021394,           0.0021394,           0.0021394
                 399,            0.014643,           0.0053741,            0.005289,             0.99772,                   1,               0.995,             0.89794,           0.0073862,           0.0026392,           0.0012117,           0.0021196,           0.0021196,           0.0021196
                 400,            0.015562,            0.006649,           0.0045638,             0.99769,                   1,               0.995,             0.92079,            0.006354,            0.002541,           0.0012179,           0.0020998,           0.0020998,           0.0020998
                 401,             0.01327,           0.0054221,            0.004708,             0.99764,                   1,               0.995,             0.91338,           0.0069611,           0.0026903,           0.0012236,             0.00208,             0.00208,             0.00208
                 402,            0.015502,           0.0063599,           0.0054874,             0.99765,                   1,               0.995,             0.89625,           0.0071519,           0.0028286,           0.0012298,           0.0020602,           0.0020602,           0.0020602
                 403,            0.013086,           0.0060802,           0.0064079,              0.9976,                   1,               0.995,             0.91307,            0.006734,           0.0028071,           0.0012286,           0.0020404,           0.0020404,           0.0020404
                 404,            0.013978,           0.0064041,            0.003878,             0.99758,                   1,               0.995,             0.89551,           0.0071086,           0.0028962,           0.0012286,           0.0020206,           0.0020206,           0.0020206
                 405,            0.014047,           0.0079382,           0.0035815,             0.99756,                   1,               0.995,             0.90393,            0.006921,           0.0029315,           0.0012249,           0.0020008,           0.0020008,           0.0020008
                 406,            0.014371,           0.0076212,           0.0031527,              0.9975,                   1,               0.995,              0.9013,           0.0064033,           0.0027918,           0.0012364,            0.001981,            0.001981,            0.001981
                 407,            0.013279,           0.0058013,           0.0049785,             0.99747,                   1,               0.995,             0.90442,           0.0069831,           0.0028152,           0.0012428,           0.0019612,           0.0019612,           0.0019612
                 408,            0.013628,           0.0075522,            0.011929,             0.99737,                   1,               0.995,             0.92303,           0.0060105,           0.0026395,           0.0012528,           0.0019414,           0.0019414,           0.0019414
                 409,            0.012254,           0.0054759,            0.002716,             0.99742,                   1,               0.995,             0.89833,           0.0069906,           0.0026953,           0.0012229,           0.0019216,           0.0019216,           0.0019216
                 410,            0.014314,           0.0075362,           0.0044337,             0.99743,                   1,               0.995,             0.92372,            0.006217,           0.0025746,           0.0012198,           0.0019018,           0.0019018,           0.0019018
                 411,            0.014075,            0.006412,           0.0059582,             0.99747,                   1,               0.995,             0.92105,           0.0067175,           0.0026108,           0.0012087,            0.001882,            0.001882,            0.001882
                 412,             0.01407,           0.0064753,           0.0069394,             0.99747,                   1,               0.995,             0.91654,           0.0060781,           0.0025746,           0.0012156,           0.0018622,           0.0018622,           0.0018622
                 413,            0.012567,           0.0071891,           0.0042845,             0.99747,                   1,               0.995,              0.9154,           0.0065881,           0.0026456,           0.0012094,           0.0018424,           0.0018424,           0.0018424
                 414,            0.013759,           0.0059805,            0.004056,             0.99754,                   1,               0.995,             0.90029,            0.006418,           0.0026585,           0.0012045,           0.0018226,           0.0018226,           0.0018226
                 415,            0.014464,           0.0066719,           0.0053572,             0.99758,                   1,               0.995,             0.91683,           0.0063347,           0.0026518,           0.0011838,           0.0018028,           0.0018028,           0.0018028
                 416,            0.012691,           0.0052258,           0.0029648,              0.9976,                   1,               0.995,             0.90125,           0.0065709,           0.0026547,           0.0011815,            0.001783,            0.001783,            0.001783
                 417,            0.014723,           0.0065552,           0.0045889,             0.99768,                   1,               0.995,             0.92331,           0.0067066,           0.0026184,           0.0011747,           0.0017632,           0.0017632,           0.0017632
                 418,            0.014657,           0.0064592,           0.0079861,             0.99774,                   1,               0.995,             0.91634,           0.0061951,           0.0025707,           0.0011507,           0.0017434,           0.0017434,           0.0017434
                 419,            0.013924,           0.0068255,           0.0075672,             0.99773,                   1,               0.995,             0.91124,           0.0064385,           0.0025612,           0.0011368,           0.0017236,           0.0017236,           0.0017236
                 420,             0.01591,           0.0063705,           0.0049521,             0.99767,                   1,               0.995,             0.91575,            0.006324,           0.0024887,           0.0011378,           0.0017038,           0.0017038,           0.0017038
                 421,            0.014955,           0.0074032,           0.0040202,             0.99768,                   1,               0.995,             0.90672,           0.0063034,           0.0024715,           0.0011362,            0.001684,            0.001684,            0.001684
                 422,            0.014421,           0.0047978,           0.0049822,             0.99771,                   1,               0.995,             0.90977,           0.0062228,           0.0024792,           0.0011264,           0.0016642,           0.0016642,           0.0016642
                 423,            0.011974,           0.0057962,           0.0042744,             0.99774,                   1,               0.995,             0.90979,           0.0064653,           0.0025002,           0.0011147,           0.0016444,           0.0016444,           0.0016444
                 424,            0.013034,           0.0056136,           0.0038814,             0.99772,                   1,               0.995,             0.92434,           0.0059232,            0.002454,           0.0011066,           0.0016246,           0.0016246,           0.0016246
                 425,            0.013514,           0.0058752,           0.0034874,             0.99771,                   1,               0.995,               0.899,           0.0063485,           0.0025651,           0.0010782,           0.0016048,           0.0016048,           0.0016048
                 426,             0.01236,           0.0052173,           0.0050622,             0.99768,                   1,               0.995,             0.90548,            0.006307,            0.002567,           0.0010677,            0.001585,            0.001585,            0.001585
                 427,            0.014301,           0.0069644,           0.0048612,             0.99767,                   1,               0.995,             0.90022,           0.0063476,           0.0025246,           0.0010598,           0.0015652,           0.0015652,           0.0015652
                 428,            0.014246,           0.0070522,           0.0042007,             0.99766,                   1,               0.995,             0.91297,           0.0063849,           0.0024931,           0.0010473,           0.0015454,           0.0015454,           0.0015454
                 429,            0.014612,           0.0071718,           0.0051727,              0.9977,                   1,               0.995,             0.90038,           0.0065082,           0.0025212,           0.0010345,           0.0015256,           0.0015256,           0.0015256
                 430,            0.014204,           0.0060099,           0.0064931,             0.99768,                   1,               0.995,             0.90792,           0.0066345,           0.0024935,           0.0010234,           0.0015058,           0.0015058,           0.0015058
                 431,            0.013042,           0.0052048,           0.0037169,             0.99767,                   1,               0.995,             0.90762,           0.0064869,           0.0024735,           0.0010154,            0.001486,            0.001486,            0.001486
                 432,            0.014132,           0.0080785,           0.0064853,             0.99767,                   1,               0.995,             0.92637,           0.0058587,           0.0023953,           0.0010117,           0.0014662,           0.0014662,           0.0014662
                 433,            0.013172,            0.005726,           0.0061676,             0.99773,                   1,               0.995,             0.92358,           0.0063087,           0.0024444,           0.0010079,           0.0014464,           0.0014464,           0.0014464
                 434,              0.0147,           0.0082441,           0.0045137,             0.99777,                   1,               0.995,             0.90664,           0.0061042,           0.0024439,           0.0010101,           0.0014266,           0.0014266,           0.0014266
                 435,            0.013005,           0.0064282,           0.0067386,             0.99781,                   1,               0.995,             0.92248,           0.0061937,           0.0024387,           0.0010087,           0.0014068,           0.0014068,           0.0014068
                 436,            0.011991,           0.0058338,           0.0045619,             0.99781,                   1,               0.995,              0.9313,           0.0057972,           0.0024205,           0.0010048,            0.001387,            0.001387,            0.001387
                 437,            0.013133,           0.0057096,           0.0044458,             0.99775,                   1,               0.995,             0.92658,           0.0060861,           0.0024511,           0.0010012,           0.0013672,           0.0013672,           0.0013672
                 438,            0.013963,           0.0066763,           0.0044138,             0.99779,                   1,               0.995,             0.92468,           0.0058903,           0.0024406,           0.0010024,           0.0013474,           0.0013474,           0.0013474
                 439,            0.013882,           0.0068567,           0.0056072,             0.99769,                   1,               0.995,             0.92409,           0.0058284,           0.0024014,           0.0010016,           0.0013276,           0.0013276,           0.0013276
                 440,            0.012986,           0.0068172,           0.0045861,              0.9977,                   1,               0.995,               0.932,           0.0059635,           0.0024248,            0.001001,           0.0013078,           0.0013078,           0.0013078
                 441,            0.014341,           0.0074398,           0.0060171,             0.99766,                   1,               0.995,             0.92558,           0.0056655,           0.0023833,           0.0010069,            0.001288,            0.001288,            0.001288
                 442,             0.01136,           0.0068163,           0.0042925,             0.99757,                   1,               0.995,             0.92365,           0.0059739,           0.0023876,           0.0010139,           0.0012682,           0.0012682,           0.0012682
                 443,           0.0096927,           0.0041137,           0.0020371,             0.99751,                   1,               0.995,             0.93854,           0.0059153,           0.0023542,           0.0010137,           0.0012484,           0.0012484,           0.0012484
                 444,            0.013389,           0.0052757,           0.0044191,             0.99752,                   1,               0.995,             0.93882,           0.0056872,           0.0023318,            0.001013,           0.0012286,           0.0012286,           0.0012286
                 445,             0.01471,           0.0059438,           0.0031123,             0.99749,                   1,               0.995,             0.92232,           0.0056424,           0.0023437,           0.0010135,           0.0012088,           0.0012088,           0.0012088
                 446,            0.012187,           0.0063844,           0.0067921,             0.99752,                   1,               0.995,             0.90111,           0.0062467,           0.0024477,           0.0010117,            0.001189,            0.001189,            0.001189
                 447,            0.012212,           0.0054672,           0.0039335,             0.99752,                   1,               0.995,             0.91564,            0.005817,           0.0023652,           0.0010064,           0.0011692,           0.0011692,           0.0011692
                 448,            0.011277,           0.0061005,           0.0046879,             0.99756,                   1,               0.995,             0.92328,           0.0061869,           0.0024367,          0.00099849,           0.0011494,           0.0011494,           0.0011494
                 449,            0.015787,           0.0069334,            0.007003,             0.99761,                   1,               0.995,             0.92867,           0.0057419,            0.002432,          0.00099078,           0.0011296,           0.0011296,           0.0011296
                 450,            0.011144,           0.0062358,           0.0058646,             0.99764,                   1,               0.995,             0.91921,           0.0061839,           0.0025297,          0.00098369,           0.0011098,           0.0011098,           0.0011098
                 451,            0.011309,           0.0060012,           0.0044978,              0.9976,                   1,               0.995,              0.9297,           0.0057289,           0.0024319,          0.00097862,             0.00109,             0.00109,             0.00109
                 452,            0.012863,           0.0051122,           0.0055364,             0.99768,                   1,               0.995,             0.92367,           0.0057669,           0.0024047,          0.00096586,           0.0010702,           0.0010702,           0.0010702
                 453,            0.012578,           0.0053605,           0.0036534,             0.99774,                   1,               0.995,             0.92357,           0.0055778,            0.002358,          0.00095471,           0.0010504,           0.0010504,           0.0010504
                 454,            0.012705,           0.0054581,           0.0049406,             0.99785,                   1,               0.995,             0.92469,           0.0056965,           0.0023533,           0.0009389,           0.0010306,           0.0010306,           0.0010306
                 455,            0.012093,           0.0063687,           0.0040246,             0.99786,                   1,               0.995,             0.91818,           0.0056192,           0.0023323,          0.00093049,           0.0010108,           0.0010108,           0.0010108
                 456,            0.010263,           0.0044843,            0.003422,             0.99784,                   1,               0.995,             0.91951,           0.0055689,           0.0023251,          0.00092411,            0.000991,            0.000991,            0.000991
                 457,            0.010847,           0.0051065,           0.0032675,              0.9978,                   1,               0.995,             0.92694,           0.0055338,            0.002317,          0.00091692,           0.0009712,           0.0009712,           0.0009712
                 458,            0.011734,           0.0058627,           0.0051957,             0.99777,                   1,               0.995,             0.91564,           0.0056273,           0.0023347,          0.00091448,           0.0009514,           0.0009514,           0.0009514
                 459,            0.013547,           0.0062721,           0.0057708,             0.99771,                   1,               0.995,             0.92889,           0.0054152,           0.0022841,          0.00090547,           0.0009316,           0.0009316,           0.0009316
                 460,            0.013363,            0.007674,           0.0059555,             0.99773,                   1,               0.995,             0.92957,           0.0055436,           0.0022932,           0.0009006,           0.0009118,           0.0009118,           0.0009118
                 461,            0.010697,           0.0052975,            0.005714,             0.99769,                   1,               0.995,             0.92981,           0.0054737,            0.002286,          0.00089766,            0.000892,            0.000892,            0.000892
                 462,            0.012889,           0.0058342,           0.0037092,             0.99769,                   1,               0.995,             0.92881,           0.0054816,           0.0022927,          0.00089655,           0.0008722,           0.0008722,           0.0008722
                 463,            0.012356,            0.005863,           0.0043413,             0.99762,                   1,               0.995,             0.92963,           0.0056614,           0.0023385,          0.00089138,           0.0008524,           0.0008524,           0.0008524
                 464,            0.013823,           0.0071422,           0.0039505,             0.99762,                   1,               0.995,             0.92322,           0.0054499,           0.0023218,          0.00088743,           0.0008326,           0.0008326,           0.0008326
                 465,            0.012152,           0.0053737,            0.003926,             0.99762,                   1,               0.995,              0.9275,           0.0052286,           0.0023099,            0.000885,           0.0008128,           0.0008128,           0.0008128
                 466,           0.0098068,            0.005347,           0.0039468,             0.99761,                   1,               0.995,             0.93232,           0.0053533,           0.0023366,          0.00088246,            0.000793,            0.000793,            0.000793
                 467,            0.012593,           0.0061803,           0.0058687,             0.99757,                   1,               0.995,             0.92806,           0.0053583,           0.0023533,          0.00087588,           0.0007732,           0.0007732,           0.0007732
                 468,            0.010988,           0.0065745,           0.0040718,             0.99756,                   1,               0.995,             0.93154,           0.0053963,           0.0023839,          0.00087041,           0.0007534,           0.0007534,           0.0007534
                 469,             0.01386,           0.0057669,           0.0070573,             0.99756,                   1,               0.995,             0.92876,           0.0052745,            0.002372,          0.00087071,           0.0007336,           0.0007336,           0.0007336
                 470,            0.016974,           0.0066418,           0.0076178,             0.99758,                   1,               0.995,             0.92888,           0.0054946,           0.0024278,           0.0008621,           0.0007138,           0.0007138,           0.0007138
                 471,            0.011464,           0.0048372,           0.0040384,             0.99759,                   1,               0.995,             0.92442,           0.0054265,           0.0024288,          0.00085916,            0.000694,            0.000694,            0.000694
                 472,            0.012317,           0.0068062,           0.0066674,             0.99761,                   1,               0.995,             0.92424,           0.0053041,           0.0024083,          0.00085419,           0.0006742,           0.0006742,           0.0006742
                 473,            0.015484,           0.0078206,           0.0067626,             0.99764,                   1,               0.995,             0.92316,           0.0054977,           0.0024221,          0.00085014,           0.0006544,           0.0006544,           0.0006544
                 474,            0.011575,           0.0053553,            0.003424,             0.99765,                   1,               0.995,             0.92555,           0.0053054,           0.0024054,          0.00084893,           0.0006346,           0.0006346,           0.0006346
                 475,             0.01079,           0.0051162,           0.0069319,             0.99764,                   1,               0.995,             0.91927,            0.005371,           0.0024174,          0.00085267,           0.0006148,           0.0006148,           0.0006148
                 476,            0.012288,           0.0045891,           0.0042776,             0.99766,                   1,               0.995,             0.92084,           0.0054621,           0.0024279,          0.00085085,            0.000595,            0.000595,            0.000595
                 477,            0.012098,           0.0068683,           0.0060627,             0.99766,                   1,               0.995,             0.92702,           0.0053389,           0.0023916,          0.00085156,           0.0005752,           0.0005752,           0.0005752
                 478,             0.01068,           0.0053429,           0.0043767,             0.99766,                   1,               0.995,             0.93325,            0.005299,           0.0023735,          0.00084568,           0.0005554,           0.0005554,           0.0005554
